country,fifa_country,fcratings_country,group,fcratings_country_url,rank_in_country,player_name,player_url,position,club,club_url,ovr,pac,sho,pas,dri,def,phy,source_url
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,30,Matěj Vydra,https://www.fcratings.com/matej-vydra-198331,ST,FC Viktoria Plzeň,https://www.fcratings.com/clubs/fc-viktoria-plzen-110468,74,76,75,66,71,36,68,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,31,Martin Vitík,https://www.fcratings.com/martin-vitik-259748,CB,Bologna FC 1909,https://www.fcratings.com/clubs/bologna-fc-1909-189,74,73,39,56,62,74,75,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,32,Mojmír Chytil,https://www.fcratings.com/mojmir-chytil-274906,ST,SK Slavia Prague,https://www.fcratings.com/clubs/sk-slavia-prague-266,74,73,73,55,68,29,81,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,33,Matěj Ryneš,https://www.fcratings.com/matej-rynes-266374,LM,AC Sparta Prague,https://www.fcratings.com/clubs/ac-sparta-prague-267,74,77,69,74,73,67,76,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,34,Jiří Pavlenka,https://www.fcratings.com/jiri-pavlenka-236583,GK,PAOK FC,https://www.fcratings.com/clubs/paok-fc-393,74,77,70,67,77,35,70,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,35,Štěpán Chaloupek,https://www.fcratings.com/stepan-chaloupek-73456,CB,SK Slavia Prague,https://www.fcratings.com/clubs/sk-slavia-prague-266,74,74,45,58,66,73,78,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,36,Alex Král,https://www.fcratings.com/alex-kral-247028,CM,1. FC Union Berlin,https://www.fcratings.com/clubs/1-fc-union-berlin-1831,73,71,66,71,74,73,78,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,37,David Douděra,https://www.fcratings.com/david-doudera-269509,RM,SK Slavia Prague,https://www.fcratings.com/clubs/sk-slavia-prague-266,73,89,69,65,71,65,67,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,38,Jan Bořil,https://www.fcratings.com/jan-boril-204125,CB,SK Slavia Prague,https://www.fcratings.com/clubs/sk-slavia-prague-266,73,65,62,69,67,71,79,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,39,David Jurásek,https://www.fcratings.com/david-jurasek-267594,LB,SK Slavia Prague,https://www.fcratings.com/clubs/sk-slavia-prague-266,73,83,61,69,70,67,74,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,40,Jan Kuchta,https://www.fcratings.com/jan-kuchta-257536,ST,AC Sparta Prague,https://www.fcratings.com/clubs/ac-sparta-prague-267,73,77,71,65,71,34,80,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,41,Tereza Krejčiříková,https://www.fcratings.com/tereza-krejcirikova-275820,CDM,SK Slavia Prague,https://www.fcratings.com/clubs/sk-slavia-prague-131360,73,69,47,70,64,71,73,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,42,Tomáš Vlček,https://www.fcratings.com/tomas-vlcek-248169,CB,SK Slavia Prague,https://www.fcratings.com/clubs/sk-slavia-prague-266,73,75,39,60,67,73,75,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,43,Jaroslav Zelený,https://www.fcratings.com/jaroslav-zeleny-199323,CB,AC Sparta Prague,https://www.fcratings.com/clubs/ac-sparta-prague-267,73,73,62,71,71,72,75,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,44,Tomáš Ladra,https://www.fcratings.com/tomas-ladra-79948,CAM,FC Viktoria Plzeň,https://www.fcratings.com/clubs/fc-viktoria-plzen-110468,73,74,71,73,74,51,66,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,45,Radek Vitek,https://www.fcratings.com/radek-vitek-269694,GK,Bristol City F.C.,https://www.fcratings.com/clubs/bristol-city-fc-1919,73,72,70,68,75,46,71,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,46,Adam Karabec,https://www.fcratings.com/adam-karabec-256970,CAM,Olympique Lyonnais,https://www.fcratings.com/clubs/olympique-lyonnais-66,73,71,68,74,73,38,64,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,47,Antonín Barák,https://www.fcratings.com/antonin-barak-236791,CM,UC Sampdoria,https://www.fcratings.com/clubs/uc-sampdoria-1837,72,69,73,74,72,64,72,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,48,Lukáš Sadílek,https://www.fcratings.com/lukas-sadilek-270046,CM,Górnik Zabrze,https://www.fcratings.com/clubs/gornik-zabrze-420,72,69,63,71,73,67,68,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,49,Jakub Markovič,https://www.fcratings.com/jakub-markovic-252179,GK,SK Slavia Prague,https://www.fcratings.com/clubs/sk-slavia-prague-266,72,71,72,74,73,42,69,https://www.fcratings.com/nations/czech-republic-12
Czechia,Czechia,Czech Republic,A,https://www.fcratings.com/nations/czech-republic-12,50,Tomáš Čvančara,https://www.fcratings.com/tomas-cvancara-246919,ST,Celtic F.C.,https://www.fcratings.com/clubs/celtic-fc-78,72,81,70,65,69,33,78,https://www.fcratings.com/nations/czech-republic-12
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,1,Julian Quiñones,https://www.fcratings.com/julian-quinones-234579,ST,Al Qadsiah FC,https://www.fcratings.com/clubs/al-qadsiah-fc-112391,81,88,79,70,79,36,83,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,2,Santiago Giménez,https://www.fcratings.com/santiago-gimenez-245152,ST,Inter Milan,https://www.fcratings.com/clubs/inter-milan-131681,79,78,80,70,77,46,69,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,3,Lizbeth Ovalle,https://www.fcratings.com/lizbeth-ovalle-246059,LM,Orlando City SC,https://www.fcratings.com/clubs/orlando-city-sc-116307,79,72,81,76,80,42,60,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,4,Edson Álvarez,https://www.fcratings.com/edson-alvarez-235844,CDM,Fenerbahçe S.K.,https://www.fcratings.com/clubs/fenerbahce-sk-326,78,66,59,68,72,79,82,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,5,Raúl Jiménez,https://www.fcratings.com/raul-jimenez-204838,ST,Fulham,https://www.fcratings.com/clubs/fulham-144,78,57,79,73,74,46,79,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,6,Hirving Lozano,https://www.fcratings.com/hirving-lozano-221992,LW,San Diego FC,https://www.fcratings.com/clubs/san-diego-fc-131439,77,83,75,71,79,41,58,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,7,Orbelín Pineda,https://www.fcratings.com/orbelin-pineda-224574,CAM,AEK Athens F.C.,https://www.fcratings.com/clubs/aek-athens-fc-278,77,81,73,72,82,73,70,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,8,Johan Vásquez,https://www.fcratings.com/johan-vasquez-244349,CB,Genoa CFC,https://www.fcratings.com/clubs/genoa-cfc-110556,75,61,33,58,60,76,74,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,9,Rebeca Bernal,https://www.fcratings.com/rebeca-bernal-241224,CB,Washington Spirit,https://www.fcratings.com/clubs/washington-spirit-116304,74,74,56,68,73,75,72,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,10,Julian Araujo,https://www.fcratings.com/julian-araujo-247678,RB,Celtic F.C.,https://www.fcratings.com/clubs/celtic-fc-78,74,83,35,64,70,71,73,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,11,César Huerta,https://www.fcratings.com/cesar-huerta-246289,LW,RSC Anderlecht,https://www.fcratings.com/clubs/rsc-anderlecht-229,73,84,68,68,75,48,72,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,12,Rodrigo Huescas,https://www.fcratings.com/rodrigo-huescas-263711,RB,F.C. Copenhagen,https://www.fcratings.com/clubs/fc-copenhagen-819,72,81,63,68,71,67,64,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,13,Reyna Reyes,https://www.fcratings.com/reyna-reyes-273470,LB,Portland Thorns FC,https://www.fcratings.com/clubs/portland-thorns-fc-116302,72,62,49,66,67,71,61,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,14,Obed Vargas,https://www.fcratings.com/obed-vargas-263701,CM,Atlético Madrid,https://www.fcratings.com/clubs/atletico-madrid-240,72,74,54,66,72,67,64,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,15,Mateo Chávez,https://www.fcratings.com/mateo-chavez-78784,LB,,,71,82,45,63,70,64,67,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,16,Álex Padilla,https://www.fcratings.com/alex-padilla-271034,GK,Athletic club,https://www.fcratings.com/clubs/athletic-club-448,69,71,68,63,71,34,68,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,17,Luca Martínez Dupuy,https://www.fcratings.com/luca-martinez-dupuy-258081,ST,Godoy Cruz Antonio Tomba,https://www.fcratings.com/clubs/godoy-cruz-antonio-tomba-111706,67,74,66,51,67,25,66,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,18,Daniel Aguilar,https://www.fcratings.com/daniel-aguilar-248548,CM,,,66,75,53,67,66,59,61,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,19,Heriberto Jurado,https://www.fcratings.com/heriberto-jurado-264863,LM,Cercle Brugge KSV,https://www.fcratings.com/clubs/cercle-brugge-ksv-1750,65,74,57,60,66,29,58,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,20,Daniel Ríos,https://www.fcratings.com/daniel-rios-235184,ST,CF Montréal,https://www.fcratings.com/clubs/cf-montreal-111139,65,48,72,47,59,26,61,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,21,Jonathan Germán Gómez,https://www.fcratings.com/jonathan-german-gomez-266118,LB,Albacete Balompié,https://www.fcratings.com/clubs/albacete-balompie-1854,65,79,36,51,62,60,56,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,22,Pablo Sisniega,https://www.fcratings.com/pablo-sisniega-235590,GK,San Diego FC,https://www.fcratings.com/clubs/san-diego-fc-131439,63,63,62,64,62,44,65,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,23,Santiago Muñoz,https://www.fcratings.com/santiago-munoz-259406,ST,Sporting Kansas City,https://www.fcratings.com/clubs/sporting-kansas-city-696,63,71,62,58,67,25,59,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,24,David Ochoa,https://www.fcratings.com/david-ochoa-247428,GK,Los Angeles FC,https://www.fcratings.com/clubs/los-angeles-fc-112996,62,60,62,60,62,27,60,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,25,Abraham Romero,https://www.fcratings.com/abraham-romero-239993,GK,Columbus Crew,https://www.fcratings.com/clubs/columbus-crew-687,61,64,61,60,62,51,63,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,26,César Garza,https://www.fcratings.com/cesar-garza-76105,CDM,Dundee F.C.,https://www.fcratings.com/clubs/dundee-fc-180,61,62,53,55,60,60,60,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,27,Alán Montes,https://www.fcratings.com/alan-montes-257482,CB,Sporting Kansas City,https://www.fcratings.com/clubs/sporting-kansas-city-696,60,54,33,48,51,60,65,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,28,Érik Dueñas,https://www.fcratings.com/erik-duenas-262209,CM,Houston Dynamo FC,https://www.fcratings.com/clubs/houston-dynamo-fc-698,59,70,35,55,69,55,38,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,29,Anthony Ramírez,https://www.fcratings.com/anthony-ramirez-77460,RW,FC Dallas,https://www.fcratings.com/clubs/fc-dallas-695,56,66,56,53,57,29,52,https://www.fcratings.com/nations/mexico-83
Mexico,Mexico,Mexico,A,https://www.fcratings.com/nations/mexico-83,30,Jonathan Pérez,https://www.fcratings.com/jonathan-perez-256039,RM,Nashville SC,https://www.fcratings.com/clubs/nashville-sc-114162,56,73,50,49,60,26,38,https://www.fcratings.com/nations/mexico-83
South Africa,South Africa,South Africa,A,https://www.fcratings.com/nations/south-africa-140,1,Gift Links,https://www.fcratings.com/gift-links-253409,LB,Aarhus Gymnastikforening,https://www.fcratings.com/clubs/aarhus-gymnastikforening-271,75,89,64,72,74,68,70,https://www.fcratings.com/nations/south-africa-140
South Africa,South Africa,South Africa,A,https://www.fcratings.com/nations/south-africa-140,2,Lyle Foster,https://www.fcratings.com/lyle-foster-241173,ST,Burnley F.C.,https://www.fcratings.com/clubs/burnley-fc-1796,73,81,72,61,70,36,74,https://www.fcratings.com/nations/south-africa-140
South Africa,South Africa,South Africa,A,https://www.fcratings.com/nations/south-africa-140,3,Linda Motlhalo,https://www.fcratings.com/linda-motlhalo-246899,CM,Glasgow City F.C.,https://www.fcratings.com/clubs/glasgow-city-fc-131363,71,76,66,71,73,67,63,https://www.fcratings.com/nations/south-africa-140
South Africa,South Africa,South Africa,A,https://www.fcratings.com/nations/south-africa-140,4,Bongokuhle Hlongwane,https://www.fcratings.com/bongokuhle-hlongwane-264516,RB,Minnesota United FC,https://www.fcratings.com/clubs/minnesota-united-fc-111138,70,80,67,59,72,65,70,https://www.fcratings.com/nations/south-africa-140
South Africa,South Africa,South Africa,A,https://www.fcratings.com/nations/south-africa-140,5,Yusuf Maart,https://www.fcratings.com/yusuf-maart-238086,CM,SV Ried,https://www.fcratings.com/clubs/sv-ried-780,69,73,57,66,67,64,52,https://www.fcratings.com/nations/south-africa-140
South Africa,South Africa,South Africa,A,https://www.fcratings.com/nations/south-africa-140,6,Siyabonga Ngezana,https://www.fcratings.com/siyabonga-ngezana-235442,CB,FCSB,https://www.fcratings.com/clubs/fcsb-100761,68,71,37,47,58,67,77,https://www.fcratings.com/nations/south-africa-140
South Africa,South Africa,South Africa,A,https://www.fcratings.com/nations/south-africa-140,7,Kobamelo Kodisang,https://www.fcratings.com/kobamelo-kodisang-264304,RM,AVS Futebol SAD,https://www.fcratings.com/clubs/avs-futebol-sad-131463,68,84,67,61,70,28,47,https://www.fcratings.com/nations/south-africa-140
South Africa,South Africa,South Africa,A,https://www.fcratings.com/nations/south-africa-140,8,Ime Okon,https://www.fcratings.com/ime-okon-79280,CB,Hannover 96,https://www.fcratings.com/clubs/hannover-96-485,68,77,30,46,59,68,71,https://www.fcratings.com/nations/south-africa-140
South Africa,South Africa,South Africa,A,https://www.fcratings.com/nations/south-africa-140,9,Luke Le Roux,https://www.fcratings.com/luke-le-roux-255703,CM,Portsmouth,https://www.fcratings.com/clubs/portsmouth-1790,66,65,59,62,66,60,70,https://www.fcratings.com/nations/south-africa-140
South Africa,South Africa,South Africa,A,https://www.fcratings.com/nations/south-africa-140,10,Sphephelo Sithole,https://www.fcratings.com/sphephelo-sithole-257293,CDM,C.D. Tondela,https://www.fcratings.com/clubs/cd-tondela-112516,66,64,55,59,61,64,75,https://www.fcratings.com/nations/south-africa-140
South Africa,South Africa,South Africa,A,https://www.fcratings.com/nations/south-africa-140,11,Shandre Campbell,https://www.fcratings.com/shandre-campbell-77170,LW,Club Brugge KV,https://www.fcratings.com/clubs/club-brugge-kv-231,65,80,59,58,71,27,52,https://www.fcratings.com/nations/south-africa-140
South Africa,South Africa,South Africa,A,https://www.fcratings.com/nations/south-africa-140,12,Samukele Kabini,https://www.fcratings.com/samukele-kabini-77951,LB,Molde FK,https://www.fcratings.com/clubs/molde-fk-417,65,71,34,54,60,62,63,https://www.fcratings.com/nations/south-africa-140
South Africa,South Africa,South Africa,A,https://www.fcratings.com/nations/south-africa-140,13,Olwethu Makhanya,https://www.fcratings.com/olwethu-makhanya-278688,CB,Philadelphia Eagles,https://www.fcratings.com/clubs/philadelphia-eagles-112134,65,74,33,44,49,66,68,https://www.fcratings.com/nations/south-africa-140
South Africa,South Africa,South Africa,A,https://www.fcratings.com/nations/south-africa-140,14,Antonio van Wyk,https://www.fcratings.com/antonio-van-wyk-78797,LW,SV Ried,https://www.fcratings.com/clubs/sv-ried-780,64,76,62,60,64,32,54,https://www.fcratings.com/nations/south-africa-140
