fifa_version,fifa_update_date,nationality_name,short_name,long_name,player_positions,nation_position,overall,potential,value_eur,age
23,2022-09-01,France,T. Hernández,Theo Bernard François Hernández,LB,SUB,85,90,76000000.0,24
23,2022-09-01,Czech Republic,P. Schick,Patrik Schick,ST,SUB,85,87,67500000.0,26
23,2022-09-01,Netherlands,M. de Ligt,Matthijs de Ligt,CB,RCB,85,89,71000000.0,22
23,2022-09-01,England,P. Foden,Philip Foden,"LW, CF, CAM",RW,85,92,109500000.0,22
23,2022-09-01,Spain,Pedri,Pedro González López,CM,LCM,85,93,116000000.0,19
23,2022-09-01,Argentina,A. Gómez,Alejandro Darío Gómez,"CAM, LW",SUB,84,84,20000000.0,34
23,2022-09-01,Spain,Sergio Ramos,Sergio Ramos García,CB,SUB,84,84,7500000.0,36
23,2022-09-01,Belgium,D. Mertens,Dries Mertens,"CF, ST, CAM",SUB,84,84,18000000.0,35
23,2022-09-01,Croatia,I. Perišić,Ivan Perišić,"LM, LWB",LM,84,84,26500000.0,33
23,2022-09-01,Belgium,E. Hazard,Eden Michael Hazard,LW,LF,84,84,35000000.0,31
23,2022-09-01,Argentina,Á. Di María,Ángel Fabián Di María Hernández,RW,LW,84,84,20000000.0,34
23,2022-09-01,Italy,L. Bonucci,Leonardo Bonucci,CB,RCB,84,84,11000000.0,35
23,2022-09-01,England,K. Trippier,Kieran Trippier,"RB, RM",SUB,84,84,30500000.0,31
23,2022-09-01,Belgium,K. Casteels,Koen Casteels,GK,SUB,84,85,31500000.0,30
23,2022-09-01,Netherlands,S. de Vrij,Stefan de Vrij,CB,SUB,84,84,34500000.0,30
23,2022-09-01,Italy,L. Insigne,Lorenzo Insigne,"LW, CF, LM",LW,84,84,35000000.0,31
23,2022-09-01,France,W. Ben Yedder,Wissam Ben Yedder,ST,SUB,84,84,35500000.0,31
23,2022-09-01,France,R. Varane,Raphaël Varane,CB,CB,84,85,39000000.0,29
23,2022-09-01,Argentina,E. Martínez,Damián Emiliano Martínez,GK,GK,84,84,29000000.0,29
23,2022-09-01,Spain,Carvajal,Daniel Carvajal Ramos,RB,RB,84,84,36500000.0,30
23,2022-09-01,England,J. Grealish,Jack Grealish,"LW, LM, CAM",SUB,84,85,49500000.0,26
23,2022-09-01,Croatia,M. Kovačić,Mateo Kovačić,CM,LCM,84,84,42000000.0,28
23,2022-09-01,Morocco,Y. Bounou,Yassine Bounou,GK,GK,84,84,22500000.0,31
23,2022-09-01,Ghana,T. Partey,Thomas Partey,"CDM, CM",RDM,84,84,36000000.0,29
23,2022-09-01,Italy,D. Berardi,Domenico Berardi,"RM, RW",SUB,84,84,45000000.0,27
23,2022-09-01,Argentina,R. De Paul,Rodrigo Javier De Paul,CM,RCM,84,84,42000000.0,28
23,2022-09-01,Belgium,Y. Tielemans,Youri Tielemans,"CM, CDM",LCM,84,86,52500000.0,25
23,2022-09-01,France,L. Hernández,Lucas François Bernard Hernández Pi,"CB, LB",SUB,84,86,46000000.0,26
23,2022-09-01,Germany,L. Sané,Leroy Aziz Sané,LM,LM,84,85,49500000.0,26
23,2022-09-01,Norway,M. Ødegaard,Martin Ødegaard,"CAM, CM",RCM,84,89,63500000.0,23
23,2022-09-01,Spain,Marcos Llorente,Marcos Llorente Moreno,"CM, RM, RB",SUB,84,85,48000000.0,27
23,2022-09-01,Italy,L. Pellegrini,Lorenzo Pellegrini,"CAM, CM",SUB,84,87,55000000.0,26
23,2022-09-01,Spain,Oyarzabal,Mikel Oyarzabal Ugarte,"LW, RW",LW,84,86,53000000.0,25
23,2022-09-01,England,J. Sancho,Jadon Sancho,"LW, RW, LM",SUB,84,88,61500000.0,22
23,2022-09-01,England,M. Mount,Mason Mount,"CAM, RW",CAM,84,87,57500000.0,23
23,2022-09-01,England,D. Rice,Declan Rice,CDM,LCM,84,87,52000000.0,23
23,2022-09-01,Canada,A. Davies,Alphonso Boyle Davies,"LB, LM",LW,84,89,60500000.0,21
23,2022-09-01,Morocco,A. Hakimi,Achraf Hakimi Mouh,"RB, RWB",RB,84,87,53500000.0,23
23,2022-09-01,Germany,K. Havertz,Kai Lukas Havertz,"CAM, CF, ST",SUB,84,91,84500000.0,23
23,2022-09-01,Italy,F. Chiesa,Federico Chiesa,LW,RW,84,90,66500000.0,24
23,2022-09-01,Italy,A. Bastoni,Alessandro Bastoni,CB,LCB,84,90,60500000.0,23
23,2022-09-01,England,R. James,Reece James,"RWB, RB",SUB,84,88,57000000.0,22
23,2022-09-01,France,J. Koundé,Jules Koundé,CB,SUB,84,89,57500000.0,23
23,2022-09-01,Portugal,Rafael Leão,Rafael Alexandre Conceição Leão,"LW, LM",SUB,84,90,66500000.0,23
23,2022-09-01,Portugal,João Félix,João Félix Sequeira,"CF, ST",SUB,84,90,68500000.0,22
23,2022-09-01,England,J. Bellingham,Jude Victor William Bellingham,"CM, LM",SUB,84,91,81500000.0,19
23,2022-09-01,Denmark,K. Schmeichel,Kasper Peter Schmeichel,GK,GK,83,83,4000000.0,35
23,2022-09-01,England,J. Henderson,Jordan Henderson,"CM, CDM",SUB,83,83,28500000.0,32
23,2022-09-01,Finland,L. Hrádecký,Lukáš Hrádecký,GK,GK,83,83,18000000.0,32
23,2022-09-01,Spain,Koke,Jorge Resurrección Merodio,"CM, CDM",RCM,83,83,34500000.0,30
23,2022-09-01,France,A. Griezmann,Antoine Griezmann,"ST, CF, RW",CAM,83,83,30500000.0,31
23,2022-09-01,England,J. Stones,John Stones,CB,RCB,83,84,34500000.0,28
23,2022-09-01,Poland,P. Zieliński,Piotr Sebastian Zieliński,"CAM, CM",CAM,83,83,36500000.0,28
23,2022-09-01,Denmark,P. Højbjerg,Pierre-Emile Kordt Højbjerg,"CDM, CM",RCM,83,85,40500000.0,26
23,2022-09-01,Argentina,Á. Correa,Ángel Martín Correa,"ST, RM, CF",SUB,83,84,42500000.0,27
23,2022-09-01,Portugal,Rúben Neves,Rúben Diogo da Silva Neves,"CM, CDM",SUB,83,86,47500000.0,25
23,2022-09-01,Austria,K. Laimer,Konrad Laimer,"CDM, CM",LDM,83,84,38500000.0,25
23,2022-09-01,France,P. Kimpembe,Presnel Kimpembe,CB,LCB,83,86,42000000.0,26
23,2022-09-01,Brazil,Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,"CAM, RM",RM,83,83,35000000.0,30
23,2022-09-01,Spain,Unai Simón,Unai Simón Mendibil,GK,GK,83,86,37000000.0,25
23,2022-09-01,Argentina,C. Romero,Cristian Gabriel Romero,CB,RCB,83,88,49500000.0,24
23,2022-09-01,Spain,Carlos Soler,Carlos Soler Barragán,"CM, RM, CDM",SUB,83,88,53000000.0,25
23,2022-09-01,Spain,Pau Torres,Pau Francisco Torres,CB,SUB,83,89,50500000.0,25
23,2022-09-01,Netherlands,C. Gakpo,Cody Mathès Gakpo,LW,SUB,83,87,52000000.0,23
23,2022-09-01,Sweden,Z. Ibrahimović,Zlatan Ibrahimović,ST,SUB,82,82,,40
23,2022-09-01,Portugal,Rui Patrício,Rui Pedro dos Santos Patrício,GK,GK,82,82,5000000.0,34
23,2022-09-01,Denmark,S. Kjær,Simon Thorup Kjær,CB,CB,82,82,14500000.0,33
23,2022-09-01,Belgium,T. Alderweireld,Toby Albertine Maurits Alderweireld,CB,RCB,82,82,14500000.0,33
23,2022-09-01,Austria,M. Arnautović,Marko Arnautović,ST,ST,82,82,19500000.0,33
23,2022-09-01,Spain,Azpilicueta,César Azpilicueta Tanco,"CB, RWB, RB",SUB,82,82,20000000.0,32
23,2022-09-01,Denmark,C. Eriksen,Christian Dannemann Eriksen,"CM, CAM",LW,82,82,29000000.0,30
23,2022-09-01,Portugal,A. Lopes,Anthony Lopes,GK,SUB,82,82,16000000.0,31
23,2022-09-01,Italy,F. Acerbi,Francesco Acerbi,CB,SUB,82,82,10000000.0,34
23,2022-09-01,Netherlands,S. Berghuis,Steven Berghuis,"CAM, RW",RCM,82,82,29500000.0,30
23,2022-09-01,France,L. Digne,Lucas Digne,LB,LM,82,82,27500000.0,28
23,2022-09-01,Italy,L. Spinazzola,Leonardo Spinazzola,"LWB, LM",LB,82,82,27000000.0,29
23,2022-09-01,Hungary,W. Orban,Vilmos Tamás Orban,CB,CB,82,82,25500000.0,29
23,2022-09-01,Mexico,R. Jiménez,Raúl Alonso Jiménez Rodríguez,ST,ST,82,82,25500000.0,31
23,2022-09-01,England,J. Pickford,Jordan Pickford,GK,GK,82,84,26000000.0,28
23,2022-09-01,Portugal,R. Guerreiro,Raphaël Adelino José Guerreiro,"LB, LM",LB,82,82,27500000.0,28
23,2022-09-01,Portugal,Otávio,Otávio Edmilson da Silva Monteiro,"RM, LM",RW,82,82,32500000.0,27
23,2022-09-01,Spain,Gayà,José Luís Gayà Peña,"LB, LM",SUB,82,83,32000000.0,27
23,2022-09-01,Germany,T. Werner,Timo Werner,"ST, LW",ST,82,84,38000000.0,26
23,2022-09-01,Germany,J. Brandt,Julian Brandt,"CAM, CM, CF",SUB,82,85,40000000.0,26
23,2022-09-01,Denmark,A. Christensen,Andreas Bødtker Christensen,CB,RCB,82,86,37500000.0,26
23,2022-09-01,Croatia,A. Kramarić,Andrej Kramarić,"CF, CAM",ST,82,82,25500000.0,31
23,2022-09-01,Italy,G. Di Lorenzo,Giovanni Di Lorenzo,RB,RB,82,82,27500000.0,28
23,2022-09-01,Italy,M. Locatelli,Manuel Locatelli,"CDM, CM",SUB,82,86,40000000.0,24
23,2022-09-01,Germany,R. Gosens,Robin Everardus Gosens,"LWB, LM",SUB,82,82,29500000.0,27
23,2022-09-01,Portugal,Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes,"ST, LM, CF",SUB,82,85,41000000.0,25
23,2022-09-01,United States,C. Pulisic,Christian Pulisic,"LW, RW, LM",LW,82,88,48000000.0,23
23,2022-09-01,Portugal,André Silva,André Miguel Valente da Silva,ST,SUB,82,84,38000000.0,26
23,2022-09-01,England,B. Chilwell,Ben Chilwell,"LWB, LB",LB,82,85,37000000.0,25
23,2022-09-01,Brazil,Lucas Mantela,Lucas Luciano Mantela Patrício,GK,GK,82,82,27000000.0,22
23,2022-09-01,Brazil,Josué Chiamulera,Josué Durval Chiamulera Vaz,CB,RCB,82,82,25000000.0,30
23,2022-09-01,England,T. Abraham,Tammy Bakumo-Abraham,ST,SUB,82,85,42000000.0,24
23,2022-09-01,Ukraine,R. Malinovskyi,Ruslan Malinovskyi,"CF, CAM",RCM,82,82,30500000.0,29
23,2022-09-01,Netherlands,D. Dumfries,Denzel Justus Morris Dumfries,"RWB, RM",RWB,82,84,34500000.0,26
23,2022-09-01,England,A. Ramsdale,Aaron Ramsdale,GK,SUB,82,86,34500000.0,24
23,2022-09-01,Spain,Ferran Torres,Ferran Torres García,"LW, ST",RW,82,88,49000000.0,22
23,2022-09-01,France,A. Tchouaméni,Aurélien Tchouaméni,"CM, CDM",SUB,82,89,61500000.0,22
23,2022-09-01,Spain,Dani Olmo,Daniel Olmo Carvajal,"CAM, CF",SUB,82,87,46000000.0,24
23,2022-09-01,England,B. Saka,Bukayo Saka,"RM, LM",SUB,82,89,60500000.0,20
23,2022-09-01,Germany,N. Schlotterbeck,Nico Schlotterbeck,CB,SUB,82,88,44500000.0,22
23,2022-09-01,Portugal,Pepe,Kléper Laveran de Lima Ferreira,CB,RCB,81,81,4600000.0,39
23,2022-09-01,Portugal,João Moutinho,João Filipe Iria Santos Moutinho,CM,SUB,81,81,10500000.0,35
23,2022-09-01,Belgium,J. Vertonghen,Jan Bert Lieve Vertonghen,CB,LCB,81,81,7000000.0,35
23,2022-09-01,Wales,G. Bale,Gareth Frank Bale,"RW, RM",RS,81,81,20500000.0,32
23,2022-09-01,Italy,Rafael Tolói,Rafael Tolói,CB,SUB,81,81,17500000.0,31
23,2022-09-01,Argentina,N. Otamendi,Nicolás Hernán Gonzalo Otamendi,CB,LCB,81,81,8500000.0,34
23,2022-09-01,France,A. Areola,Alphonse Areola,GK,SUB,81,82,20000000.0,29
23,2022-09-01,Mexico,J. Corona,Jesús Manuel Corona Ruíz,"RW, LW",RW,81,81,25500000.0,29
23,2022-09-01,Denmark,T. Delaney,Thomas Joseph Delaney,"CDM, CM",LCM,81,81,21500000.0,30
23,2022-09-01,Spain,Pablo Sarabia,Pablo Sarabia García,"RW, CAM, LW",SUB,81,81,25000000.0,30
23,2022-09-01,England,H. Maguire,Harry Maguire,CB,LCB,81,82,24000000.0,29
23,2022-09-01,England,N. Pope,Nick Pope,GK,SUB,81,81,17000000.0,30
23,2022-09-01,Sweden,E. Forsberg,Emil Peter Forsberg,"CAM, CF, ST",LM,81,81,25000000.0,30
23,2022-09-01,Germany,J. Hofmann,Jonas Hofmann,"CAM, RM, LM",RM,81,81,25500000.0,29
23,2022-09-01,Argentina,N. Tagliafico,Nicolás Alejandro Tagliafico,LB,SUB,81,81,22500000.0,29
23,2022-09-01,Argentina,J. Musso,Juan Agustín Musso,GK,SUB,81,82,20500000.0,28
23,2022-09-01,Mexico,H. Lozano,Hirving Rodrigo Lozano Bahena,RW,LW,81,81,28000000.0,26
23,2022-09-01,Croatia,M. Pašalić,Mario Pašalić,"CAM, CF, CM",RM,81,81,27500000.0,27
23,2022-09-01,England,K. Phillips,Kalvin Phillips,"CDM, CM",RCM,81,85,32000000.0,26
23,2022-09-01,Argentina,G. Rodríguez,Guido Rodríguez,CDM,SUB,81,82,26500000.0,27
23,2022-09-01,Argentina,G. Lo Celso,Giovani Lo Celso,"CM, CAM, ST",LCM,81,83,31500000.0,26
23,2022-09-01,Scotland,K. Tierney,Kieran Tierney,LB,LCB,81,85,33000000.0,25
23,2022-09-01,Portugal,Palhinha,João Maria Lobo Alves Palhinha Gonçalves,"CDM, CM",CDM,81,83,28500000.0,26
23,2022-09-01,Brazil,Heberto Gaúcho,Juan Heberto Mestres de Mesquita,"CB, CDM",LCB,81,81,24500000.0,26
23,2022-09-01,Brazil,Adryan Zonta,Adryan Juliano Zonta Torres,"LWB, LB",LB,81,81,22000000.0,30
23,2022-09-01,Brazil,Rosival Dourado,Rosival Jailson Dourado Santos,"CDM, CM, CAM",CDM,81,81,27000000.0,22
23,2022-09-01,Brazil,Adriano Bisesi,Louri Adriano Bisesi Barbosa,"ST, CF",RS,81,81,25500000.0,30
23,2022-09-01,Brazil,Welington Dano,Welington Kauê Dano Nascimento,"LB, LM",LM,81,81,27500000.0,22
23,2022-09-01,Brazil,Nailton Padrenda,Nailton Padrenda Mendes,"CAM, CF, ST",SUB,81,81,28000000.0,26
23,2022-09-01,Brazil,Oswaldinato,Marvin Oswaldo Rangel Azevedo,ST,LS,81,81,25500000.0,30
23,2022-09-01,Germany,D. Raum,David Raum,"LWB, LM, LB",LB,81,85,34500000.0,24
23,2022-09-01,Czech Republic,A. Barák,Antonín Barák,"CF, CM",RF,81,82,30000000.0,27
23,2022-09-01,Czech Republic,T. Souček,Tomáš Souček,"CDM, CM",RCM,81,83,28000000.0,27
23,2022-09-01,Argentina,L. Martínez,Lisandro Martínez,"CB, LB, CDM",SUB,81,86,35000000.0,24
23,2022-09-01,Sweden,D. Kulusevski,Dejan Kulusevski,"RW, CF",RS,81,87,41500000.0,22
23,2022-09-01,Croatia,J. Gvardiol,Joško Gvardiol,"CB, LB",SUB,81,89,53000000.0,20
23,2022-09-01,Germany,J. Musiala,Jamal Musiala,"CM, LM, CAM",SUB,81,90,55500000.0,19
23,2022-09-01,Mexico,G. Ochoa,Francisco Guillermo Ochoa Magaña,GK,GK,80,80,,36
23,2022-09-01,Mexico,H. Herrera,Héctor Miguel Herrera López,CM,RCM,80,80,16500000.0,32
23,2022-09-01,Portugal,José Fonte,José Miguel da Rocha Fonte,CB,SUB,80,80,3800000.0,38
23,2022-09-01,Belgium,S. Mignolet,Simon Luc Hildebert Mignolet,GK,SUB,80,80,3600000.0,34
23,2022-09-01,Netherlands,G. Wijnaldum,Georginio Gregion Emile Wijnaldum,"CM, CDM",SUB,80,80,17500000.0,31
23,2022-09-01,Netherlands,D. Blind,Daley Blind,"CB, LB, CDM",LWB,80,80,13500000.0,32
23,2022-09-01,Belgium,H. Vanaken,Hans Vanaken,"CM, CAM",SUB,80,80,20500000.0,29
23,2022-09-01,Portugal,Danilo Pereira,Danilo Luís Hélio Pereira,"CDM, CM",SUB,80,80,17500000.0,30
23,2022-09-01,Spain,Morata,Álvaro Borja Morata Martín,ST,ST,80,80,21000000.0,29
23,2022-09-01,Belgium,T. Hazard,Thorgan Ganael Francis Hazard,"LM, CF",SUB,80,80,20500000.0,29
23,2022-09-01,Czech Republic,T. Vaclík,Tomáš Vaclík,GK,GK,80,80,,33
23,2022-09-01,Austria,M. Sabitzer,Marcel Sabitzer,"CM, CDM, CAM",CAM,80,80,21000000.0,28
23,2022-09-01,Italy,A. Cragno,Alessio Cragno,GK,SUB,80,81,16500000.0,28
23,2022-09-01,Argentina,L. Paredes,Leandro Daniel Paredes,"CDM, CM",CDM,80,80,18500000.0,28
23,2022-09-01,Italy,B. Cristante,Bryan Cristante,"CDM, CM",SUB,80,82,23000000.0,27
23,2022-09-01,Netherlands,M. de Roon,Marten Elco de Roon,"CDM, CM, CB",SUB,80,80,15000000.0,31
23,2022-09-01,Italy,A. Belotti,Andrea Belotti,ST,SUB,80,80,,28
23,2022-09-01,France,A. Rabiot,Adrien Rabiot,"CM, LM",SUB,80,81,24000000.0,27
23,2022-09-01,Netherlands,M. Flekken,Mark Flekken,GK,SUB,80,81,16000000.0,29
23,2022-09-01,Argentina,J. Correa,Carlos Joaquín Correa,"CF, ST",SUB,80,80,23000000.0,27
23,2022-09-01,Sweden,V. Lindelöf,Victor Jörgen Nilsson Lindelöf,CB,RCB,80,81,21000000.0,27
23,2022-09-01,Germany,L. Klostermann,Lukas Manuel Klostermann,"CB, RWB",SUB,80,82,23000000.0,26
23,2022-09-01,Netherlands,S. Bergwijn,Steven Charles Bergwijn,"LW, RW",RS,80,85,32000000.0,24
23,2022-09-01,Brazil,Maikel Catarino,Maikel Renan Catarino Fagundes,"RB, RM",RB,80,80,21000000.0,26
23,2022-09-01,Brazil,Héniton Pires,Héniton Enaldo Pires Tramontino,GK,SUB,80,80,16500000.0,26
23,2022-09-01,Brazil,Laure Santeiro,Laureano Thomas Santeiro Marre,"CAM, LM, LW",SUB,80,80,25000000.0,22
23,2022-09-01,Brazil,Tony Abranjes,Tony Josimar Abranjes Meneses,CB,SUB,80,80,7000000.0,34
23,2022-09-01,Austria,X. Schlager,Xaver Schlager,"CDM, CM",RDM,80,84,27500000.0,24
23,2022-09-01,Sweden,A. Isak,Alexander Isak,ST,LS,80,85,33000000.0,22
23,2022-09-01,Morocco,Y. En-Nesyri,Youssef En-Nesyri,ST,ST,80,85,31500000.0,25
23,2022-09-01,Mexico,E. Álvarez,Edson Omar Álvarez Velázquez,"CDM, CM",CDM,80,84,27500000.0,24
23,2022-09-01,France,M. Guendouzi,Mattéo Elias Kenzo Guendouzi Olié,"CM, CDM",SUB,80,86,33000000.0,23
23,2022-09-01,Scotland,S. McTominay,Scott McTominay,"CDM, CM",RCB,80,83,25000000.0,25
23,2022-09-01,United States,W. McKennie,Weston James Earl McKennie,"CM, LM",LCM,80,85,31500000.0,23
23,2022-09-01,France,J. Clauss,Jonathan Clauss,RWB,SUB,80,80,18500000.0,29
23,2022-09-01,Netherlands,T. Koopmeiners,Teun Koopmeiners,"CM, CDM",SUB,80,84,30000000.0,24
23,2022-09-01,Croatia,D. Livaković,Dominik Livaković,GK,GK,80,83,20500000.0,27
23,2022-09-01,France,W. Saliba,William Alain André Gabriel Saliba,CB,RCB,80,87,40000000.0,21
23,2022-09-01,Croatia,L. Majer,Lovro Majer,CM,SUB,80,85,31500000.0,24
23,2022-09-01,Ukraine,V. Tsygankov,Viktor Tsygankov,RM,LM,80,85,32000000.0,24
23,2022-09-01,Czech Republic,V. Coufal,Vladimír Coufal,"RB, RWB",SUB,80,80,18500000.0,29
23,2022-09-01,Morocco,N. Aguerd,Nayef Aguerd,CB,RCB,80,83,24500000.0,26
23,2022-09-01,Netherlands,J. Timber,Jurriën David Norman Timber,"CB, RB",SUB,80,88,44500000.0,21
23,2022-09-01,Portugal,Nuno Mendes,Nuno Alexandre Tavares Mendes,"LB, LWB",SUB,80,88,44000000.0,20
23,2022-09-01,Mexico,A. Talavera,Alfredo Talavera Díaz,GK,SUB,79,79,,39
23,2022-09-01,Northern Ireland,J. Evans,Jonathan Grant Evans,CB,CB,79,79,5500000.0,34
23,2022-09-01,Denmark,D. Wass,Daniel Wass,"CM, RM, RB",RWB,79,79,11000000.0,33
23,2022-09-01,Belgium,A. Witsel,Axel Laurent Angel Lambert Witsel,"CDM, CM",RCM,79,79,8500000.0,33
23,2022-09-01,England,C. Coady,Conor Coady,CB,SUB,79,79,14500000.0,29
23,2022-09-01,Netherlands,D. Klaassen,Davy Klaassen,"CAM, CM",LCM,79,79,17000000.0,29
23,2022-09-01,Croatia,Š. Vrsaljko,Šime Vrsaljko,"RB, RM",RB,79,79,,30
23,2022-09-01,Poland,A. Milik,Arkadiusz Krystian Milik,ST,SUB,79,79,18000000.0,28
23,2022-09-01,Wales,B. Davies,Benjamin Thomas Davies,"CB, LWB, LB",LCB,79,79,14500000.0,29
23,2022-09-01,Belgium,L. Trossard,Leandro Trossard,"LM, ST, CAM",SUB,79,79,18500000.0,27
23,2022-09-01,Scotland,J. McGinn,John McGinn,"CM, CDM",CAM,79,80,20000000.0,27
23,2022-09-01,Italy,F. Bernardeschi,Federico Bernardeschi,"RM, RW",SUB,79,79,17500000.0,28
