team,fifa_version,gk,def,mid,att,top11_overall,squad_overall,star_power,depth,value_log,avg_age_top11,n_players
Hungary,21,85.0,74.25,73.75,69.0,74.63636363636364,71.69565217391305,80.0,69.0,18.229520250597744,28.181818181818183,23
Denmark,21,84.0,78.75,80.25,77.66666666666667,79.81818181818181,76.65217391304348,83.33333333333333,73.75,19.455376543758486,27.09090909090909,23
Mexico,21,79.0,76.25,80.0,80.66666666666667,79.36363636363636,77.21739130434783,83.0,75.25,19.54268398866732,30.363636363636363,23
Austria,21,75.0,79.75,80.5,76.66666666666667,79.54545454545455,76.56521739130434,83.0,73.83333333333333,19.52659961111198,26.272727272727273,23
Cameroon,21,84.0,73.75,75.75,75.66666666666667,76.0909090909091,72.65217391304348,79.66666666666667,69.5,18.85440932381427,27.0,23
Norway,21,77.0,75.0,79.0,79.33333333333333,78.18181818181819,75.04347826086956,82.0,72.16666666666667,19.470102791931104,25.363636363636363,23
Wales,21,75.0,73.5,78.0,73.66666666666667,76.45454545454545,72.65217391304348,81.66666666666667,69.16666666666667,18.956003845173544,26.454545454545453,23
Chile,21,77.0,75.25,80.5,73.33333333333333,78.0909090909091,74.56521739130434,82.0,71.33333333333333,18.743307580993967,31.181818181818183,23
Finland,21,83.0,69.0,69.75,69.0,71.9090909090909,68.43478260869566,78.0,65.25,17.89980480116789,27.90909090909091,23
Côte d'Ivoire,21,69.0,75.5,79.5,75.33333333333333,77.27272727272727,73.0,81.66666666666667,69.08333333333333,18.992789601778597,27.09090909090909,23
Colombia,21,79.0,80.5,79.5,80.66666666666667,80.27272727272727,77.34782608695652,82.0,74.66666666666667,19.625678026321417,28.818181818181817,23
Brazil,21,82.0,81.25,81.25,80.33333333333333,81.27272727272727,80.0,82.33333333333333,78.83333333333333,19.876967479223293,25.454545454545453,23
Russia,21,78.0,78.0,78.25,76.0,78.27272727272727,75.65217391304348,80.0,73.25,18.822137837356433,28.545454545454547,23
Czech Republic,21,82.0,78.5,76.75,75.0,78.81818181818181,75.56521739130434,81.66666666666667,72.58333333333333,19.256628727478617,27.545454545454547,23
Republic of Ireland,21,75.0,79.0,74.5,72.33333333333333,76.63636363636364,73.17391304347827,79.33333333333333,70.0,18.584413944424654,29.363636363636363,23
Greece,21,81.0,74.75,73.75,71.0,74.81818181818181,73.04347826086956,77.33333333333333,71.41666666666667,18.510521457092924,26.09090909090909,23
United States,21,76.0,75.5,75.0,75.33333333333333,75.72727272727273,73.21739130434783,77.66666666666667,70.91666666666667,18.907111217031805,24.454545454545453,23
Canada,21,75.0,70.75,72.5,74.0,73.63636363636364,69.34782608695652,78.0,65.41666666666667,18.482716144270313,27.0,23
Northern Ireland,21,69.0,75.25,70.5,66.33333333333333,71.81818181818181,68.78260869565217,76.0,66.0,17.70139492631239,28.363636363636363,23
Australia,21,80.0,72.25,73.25,71.66666666666667,73.36363636363636,70.56521739130434,76.33333333333333,68.0,17.77441716837524,27.545454545454547,23
Turkey,21,77.0,77.5,76.0,77.33333333333333,77.27272727272727,75.56521739130434,79.0,74.0,19.20000562534052,25.181818181818183,23
Uruguay,21,80.0,79.75,79.75,77.66666666666667,79.72727272727273,78.21739130434783,80.0,76.83333333333333,0.0,30.545454545454547,23
Ecuador,21,74.0,75.25,72.75,75.66666666666667,74.81818181818181,71.6086956521739,77.66666666666667,68.66666666666667,0.0,34.27272727272727,23
Iceland,21,66.0,72.0,74.75,72.66666666666667,73.18181818181819,70.21739130434783,77.33333333333333,67.5,17.875522458354684,28.636363636363637,23
China PR,21,73.0,68.75,70.0,75.33333333333333,71.54545454545455,67.95652173913044,76.66666666666667,64.66666666666667,17.801155721843486,29.363636363636363,23
Peru,21,73.0,73.25,74.5,71.5,73.81818181818181,70.78260869565217,76.33333333333333,68.0,17.98488530149829,27.454545454545453,23
Sweden,21,78.0,73.5,74.5,77.0,76.0,73.91304347826087,77.66666666666667,72.0,18.499953934084747,28.09090909090909,23
New Zealand,21,71.0,70.5,69.5,69.66666666666667,70.9090909090909,66.08695652173913,76.0,61.666666666666664,17.652378911352677,26.90909090909091,23
Romania,21,78.0,70.5,74.75,74.0,74.63636363636364,72.26086956521739,76.66666666666667,70.08333333333333,18.123621523146937,28.363636363636363,23
Venezuela,21,75.0,73.25,74.75,74.0,74.45454545454545,70.82608695652173,77.33333333333333,67.5,18.280843810265427,26.636363636363637,23
Paraguay,21,72.0,74.5,77.0,74.0,75.45454545454545,73.30434782608695,77.33333333333333,71.33333333333333,18.643824303266577,26.181818181818183,23
South Africa,21,73.0,71.0,71.75,74.0,72.54545454545455,70.52173913043478,74.0,68.66666666666667,17.242213262528697,27.636363636363637,23
Bolivia,21,69.0,69.25,69.0,67.0,69.18181818181819,66.6086956521739,71.0,64.25,16.748036808876787,28.09090909090909,23
Bulgaria,21,69.0,66.75,68.75,65.0,67.63636363636364,65.78260869565217,69.66666666666667,64.08333333333333,15.429936210914368,28.818181818181817,23
India,21,64.0,61.25,61.0,60.0,61.36363636363637,59.69565217391305,63.333333333333336,58.166666666666664,0.0,32.09090909090909,23
Portugal,20,83.0,82.75,84.0,86.66666666666667,84.81818181818181,82.30434782608695,88.33333333333333,80.0,20.178150656930352,28.272727272727273,23
Brazil,20,82.0,81.0,80.5,86.0,82.45454545454545,79.91304347826087,86.0,77.58333333333333,19.66368193813095,29.90909090909091,23
Belgium,20,88.0,84.75,85.25,87.66666666666667,86.36363636363636,82.21739130434783,90.0,78.41666666666667,20.2977000586617,28.90909090909091,23
Slovenia,20,91.0,73.0,72.25,75.66666666666667,75.81818181818181,70.91304347826087,83.33333333333333,66.41666666666667,18.788790072437177,27.454545454545453,23
Germany,20,90.0,84.0,86.0,84.5,86.0909090909091,83.69565217391305,88.66666666666667,81.5,20.514394946151207,25.363636363636363,23
Netherlands,20,83.0,84.75,83.25,82.66666666666667,84.0,81.04347826086956,86.66666666666667,78.33333333333333,20.09684229030028,25.727272727272727,23
Egypt,20,73.0,71.5,72.25,80.0,74.63636363636364,71.0,81.33333333333333,67.66666666666667,18.54995308844385,27.90909090909091,23
Italy,20,85.0,84.75,83.5,85.33333333333333,85.0,82.26086956521739,87.33333333333333,79.75,20.19478527963805,28.454545454545453,23
Argentina,20,80.0,80.5,82.75,85.33333333333333,83.0,80.17391304347827,87.66666666666667,77.58333333333333,19.96611332854275,27.272727272727273,23
Spain,20,89.0,86.25,86.75,83.66666666666667,86.54545454545455,84.34782608695652,89.0,82.33333333333333,20.50074709165026,28.0,23
Poland,20,86.0,76.25,77.25,84.0,80.72727272727273,76.21739130434783,86.0,72.08333333333333,19.428273637884274,27.454545454545453,23
France,20,88.0,84.25,86.5,87.33333333333333,86.45454545454545,83.78260869565217,89.0,81.33333333333333,20.564270106628285,25.90909090909091,23
England,20,83.0,83.0,83.25,86.66666666666667,84.18181818181819,81.82608695652173,87.0,79.66666666666667,20.24684164150806,24.181818181818183,23
Denmark,20,83.0,78.0,81.75,78.0,80.27272727272727,77.17391304347827,84.33333333333333,74.33333333333333,19.479165244999507,26.818181818181817,23
Wales,20,75.0,73.0,77.0,77.66666666666667,76.45454545454545,72.47826086956522,82.33333333333333,68.83333333333333,18.81018583925572,26.181818181818183,23
Hungary,20,85.0,74.25,74.25,72.33333333333333,75.45454545454545,72.34782608695652,80.66666666666667,69.5,18.316430733677347,26.636363636363637,23
Greece,20,80.0,79.5,76.0,73.33333333333333,77.81818181818181,74.95652173913044,83.0,72.33333333333333,19.01400759475496,28.272727272727273,23
Austria,20,74.0,79.75,78.0,78.0,78.63636363636364,75.73913043478261,82.66666666666667,73.08333333333333,19.208228604483384,25.727272727272727,23
Colombia,20,80.0,79.5,81.25,81.66666666666667,81.0,77.91304347826087,83.66666666666667,75.08333333333333,19.45918911209059,27.90909090909091,23
Scotland,20,71.0,76.0,78.25,70.66666666666667,77.18181818181819,73.91304347826087,81.33333333333333,70.91666666666667,18.987130277141723,25.363636363636363,23
Switzerland,20,84.0,80.0,78.25,79.66666666666667,80.0,77.17391304347827,83.0,74.58333333333333,19.41910430904964,25.90909090909091,23
Chile,20,78.0,75.75,80.75,77.33333333333333,78.72727272727273,75.65217391304348,83.0,72.83333333333333,19.027043799880726,29.181818181818183,23
Czech Republic,20,84.0,77.0,76.25,75.0,77.81818181818181,75.34782608695652,81.66666666666667,73.08333333333333,19.021164245134354,26.454545454545453,23
Norway,20,83.0,74.75,74.5,77.33333333333333,76.54545454545455,73.95652173913044,80.0,71.58333333333333,18.74004316027324,26.363636363636363,23
Iceland,20,70.0,72.75,76.25,71.66666666666667,73.81818181818181,71.08695652173913,78.0,68.58333333333333,17.876815283334704,29.272727272727273,23
Finland,20,83.0,69.5,70.5,69.33333333333333,72.0,68.30434782608695,77.66666666666667,64.91666666666667,17.792853048248425,27.363636363636363,23
Côte d'Ivoire,20,69.0,73.5,79.75,79.33333333333333,78.36363636363636,73.08695652173913,81.66666666666667,68.25,19.017317029638075,25.181818181818183,23
Mexico,20,78.0,76.75,80.5,80.0,79.27272727272727,76.52173913043478,81.66666666666667,74.0,19.219988124837105,28.363636363636363,23
Russia,20,79.0,77.5,78.25,78.0,78.63636363636364,75.78260869565217,80.33333333333333,73.16666666666667,18.73695028054469,26.818181818181817,23
Cameroon,20,82.0,74.75,73.25,76.33333333333333,75.72727272727273,72.91304347826087,79.66666666666667,70.33333333333333,18.510978391069738,26.454545454545453,23
Uruguay,20,80.0,80.5,80.5,78.66666666666667,80.36363636363636,78.6086956521739,81.66666666666667,77.0,0.0,30.272727272727273,23
Venezuela,20,73.0,72.0,73.75,77.66666666666667,75.27272727272727,71.30434782608695,79.0,67.66666666666667,18.473273203559202,25.818181818181817,23
Ecuador,20,74.0,75.25,72.75,76.33333333333333,75.0909090909091,71.8695652173913,78.0,68.91666666666667,0.0,33.18181818181818,23
Australia,20,80.0,72.75,74.5,71.33333333333333,73.9090909090909,71.3913043478261,77.0,69.08333333333333,18.118561637230037,26.818181818181817,23
Turkey,20,76.0,76.0,77.75,78.66666666666667,77.54545454545455,75.69565217391305,79.0,74.0,18.980296537602072,27.0,23
Paraguay,20,72.0,74.75,76.5,77.33333333333333,76.54545454545455,73.1304347826087,78.66666666666667,70.0,18.55302393970048,27.09090909090909,23
Northern Ireland,20,69.0,74.25,72.0,68.66666666666667,72.18181818181819,69.73913043478261,76.33333333333333,67.5,17.640340373512192,28.818181818181817,23
Republic of Ireland,20,75.0,77.25,74.75,73.0,75.54545454545455,73.1304347826087,78.33333333333333,70.91666666666667,18.53110343415701,27.727272727272727,23
Romania,20,79.0,70.75,74.75,72.0,74.27272727272727,72.04347826086956,77.0,70.0,18.196286423252147,25.181818181818183,23
United States,20,76.0,75.75,75.75,75.66666666666667,76.0909090909091,73.73913043478261,78.0,71.58333333333333,18.806623192369763,24.454545454545453,23
Sweden,20,78.0,75.5,75.25,75.66666666666667,75.81818181818181,74.0,77.66666666666667,72.33333333333333,18.41491415911586,27.454545454545453,23
Peru,20,72.0,73.5,75.75,73.0,74.36363636363636,71.47826086956522,77.0,68.83333333333333,18.008191036012978,27.818181818181817,23
New Zealand,20,67.0,69.5,69.0,70.33333333333333,70.18181818181819,65.56521739130434,75.66666666666667,61.333333333333336,17.39429611719071,25.90909090909091,23
Canada,20,74.0,67.25,74.0,73.0,72.72727272727273,68.82608695652173,74.66666666666667,65.25,17.818287944925725,26.272727272727273,23
Bulgaria,20,68.0,67.5,68.75,61.333333333333336,67.63636363636364,64.43478260869566,71.33333333333333,61.5,14.680508416503422,28.90909090909091,23
China PR,20,75.0,68.0,70.0,62.666666666666664,69.72727272727273,65.91304347826087,72.66666666666667,62.416666666666664,16.979507763578983,28.727272727272727,23
South Africa,20,70.0,70.5,73.25,74.0,72.81818181818181,70.0,74.33333333333333,67.41666666666667,17.456380819121357,28.181818181818183,23
Bolivia,20,69.0,67.0,70.0,67.0,68.9090909090909,66.04347826086956,72.0,63.416666666666664,15.679590843810702,26.363636363636363,23
India,20,64.0,61.25,61.25,61.0,61.54545454545455,60.0,63.333333333333336,58.583333333333336,0.0,30.363636363636363,23
Portugal,19,84.0,80.75,83.25,85.0,84.18181818181819,81.04347826086956,87.66666666666667,78.16666666666667,19.955233461350197,27.181818181818183,23
Argentina,19,80.0,81.75,83.0,90.33333333333333,85.0909090909091,81.6086956521739,90.66666666666667,78.41666666666667,20.18318303382945,28.272727272727273,23
Spain,19,91.0,87.75,88.0,85.0,87.63636363636364,85.26086956521739,90.33333333333333,83.08333333333333,20.608415996389173,27.818181818181817,23
Uruguay,19,81.0,83.5,78.0,86.66666666666667,83.18181818181819,78.78260869565217,90.0,74.75,19.755681813316283,27.727272727272727,23
Belgium,19,90.0,84.75,85.0,88.33333333333333,86.54545454545455,82.6086956521739,90.66666666666667,79.0,20.384991979781095,28.0,23
Germany,19,90.0,86.0,85.75,85.0,86.72727272727273,83.95652173913044,89.66666666666667,81.41666666666667,20.491333780860156,26.818181818181817,23
Poland,19,83.0,75.75,77.25,82.0,79.63636363636364,75.34782608695652,85.33333333333333,71.41666666666667,19.28367618298726,28.0,23
Slovenia,19,90.0,73.75,78.75,75.0,77.9090909090909,73.0,84.33333333333333,68.5,18.96619761330371,27.818181818181817,23
Italy,19,84.0,84.75,83.25,86.0,84.81818181818181,82.56521739130434,88.0,80.5,20.224862734825066,26.09090909090909,23
France,19,88.0,84.5,86.75,86.0,86.45454545454545,84.0,88.66666666666667,81.75,20.54354090719661,25.545454545454547,23
England,19,83.0,82.5,82.25,85.33333333333333,83.36363636363636,81.3913043478261,86.0,79.58333333333333,20.077955987707202,25.545454545454547,23
Wales,19,74.0,76.0,76.25,77.66666666666667,77.0909090909091,72.26086956521739,83.66666666666667,67.83333333333333,18.89880754695455,28.454545454545453,23
Denmark,19,84.0,79.25,79.75,77.33333333333333,79.63636363636364,76.73913043478261,84.66666666666667,74.08333333333333,19.464836850344305,25.181818181818183,23
Colombia,19,78.0,79.5,82.25,81.66666666666667,81.0909090909091,78.43478260869566,85.66666666666667,76.0,19.612479750383336,26.181818181818183,23
Egypt,19,70.0,72.25,76.0,74.66666666666667,74.9090909090909,71.34782608695652,81.0,68.08333333333333,18.592109868004496,26.636363636363637,23
Chile,19,79.0,74.5,81.5,80.0,79.36363636363636,75.82608695652173,84.33333333333333,72.58333333333333,19.142779751319395,28.818181818181817,23
Greece,19,79.0,80.5,75.5,74.33333333333333,77.81818181818181,75.0,82.66666666666667,72.41666666666667,18.919332572860135,27.0,23
Austria,19,74.0,78.5,78.75,80.5,78.9090909090909,76.04347826086956,82.66666666666667,73.41666666666667,19.258469251998225,25.636363636363637,23
Netherlands,19,81.0,82.0,81.75,80.0,81.72727272727273,79.43478260869566,84.0,77.33333333333333,19.772642428579072,25.454545454545453,23
Finland,19,84.0,69.5,71.0,66.66666666666667,71.27272727272727,67.1304347826087,76.66666666666667,63.333333333333336,17.709675065451485,25.90909090909091,23
Côte d'Ivoire,19,69.0,78.0,79.5,78.0,78.9090909090909,74.91304347826087,82.33333333333333,71.25,19.149195073175857,25.545454545454547,23
Norway,19,82.0,74.5,75.5,75.66666666666667,76.0,73.69565217391305,79.66666666666667,71.58333333333333,18.704354802536727,25.90909090909091,23
Ecuador,19,74.0,72.75,74.25,71.66666666666667,74.0,70.21739130434783,78.33333333333333,66.75,17.554369968164444,28.272727272727273,23
Mexico,19,77.0,76.75,80.75,80.0,79.36363636363636,77.34782608695652,81.33333333333333,75.5,19.21163498904934,27.818181818181817,23
Switzerland,19,82.0,78.75,77.75,77.33333333333333,79.0909090909091,76.65217391304348,81.33333333333333,74.41666666666667,19.20640711036329,26.272727272727273,23
Iceland,19,69.0,71.25,76.5,73.66666666666667,74.0,70.26086956521739,79.66666666666667,66.83333333333333,17.93454774903691,29.181818181818183,23
Sweden,19,75.0,77.75,77.0,76.33333333333333,77.36363636363636,75.3913043478261,80.33333333333333,73.58333333333333,18.793622667242023,27.0,23
Brazil,19,80.0,80.5,80.5,78.0,80.36363636363636,78.21739130434783,81.66666666666667,76.25,19.15927919219406,29.272727272727273,23
